SMILES,Mutagenicity
OC[C@@H]1CO[C@@H](CCI)O1,mutagenic
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2,mutagenic
CC(C)CCOC(=O)CC(C)C,non-mutagenic
ClCc1ccncc1,non-mutagenic
COc1c(CO)c(O)cc2C(=O)c3ccccc3C(=O)c12,mutagenic
Cc1ccc(COS(=O)(=O)c2ccc(C)cc2)cc1,non-mutagenic
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,non-mutagenic
[O-][N+](=O)C(Cl)(Cl)Cl,mutagenic
Brc1ccc2C3CCCCC3C4OC4c2c1,non-mutagenic
CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4c5ccoc5C=CC4(C)C2CCC1C3,non-mutagenic
[O-][N+](=O)c1oc(C=O)cc1,mutagenic
OCc1cccc(c1)[N+](=O)[O-],non-mutagenic
Cc1ccc(O)cc1C,non-mutagenic
CC12CCC=C(C=O)C1(C2)C=O,mutagenic
CSc1ccc(Cl)cc1,non-mutagenic
CC(=O)c1ccc(NO)cc1,mutagenic
OC(=O)c1cc(O)c(O)c(O)c1,non-mutagenic
C=CCN1C2C1c3ccccc3c4ccccc24,mutagenic
Cc1c2ccc3ccccc3c2cc4ccc(O)c(O)c14,mutagenic
CCC(CCC(C)O)COC(=O)CCCCC(=O)O,non-mutagenic
Nc1ccc(cc1N)[N+](=O)[O-],mutagenic
OCc1c2ccccc2c(COS(=O)(=O)O)c3ccc4ccccc4c13,mutagenic
Nc1ccc2cc(cc(O)c2c1N=Nc3ccc(cc3)c4ccc(cc4)N=Nc5cc(c6ccccc6c5N)S(=O)(=O)O)S(=O)(=O)O,mutagenic
Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,mutagenic
OCCCCCCCCCCCCCCCCCC(=O)O,non-mutagenic
OC1C=Cc2c(ccc3c4ccccc4sc23)C1O,mutagenic
CN(C)c1ccc(cc1)c2ccc(cc2)N(C)C,non-mutagenic
COC(=O)Nc1nc2cc(ccc2[nH]1)\C(=N\O)\c3ccc(F)cc3,mutagenic
COc1c(O)c2OC3OC=CC3c2c4OC(=O)C5=C(CCC5=O)c14,mutagenic
Fc1ccc2cc3c(cc2c1)c4cccc5cccc3c45,mutagenic
CC(C)(N=NC(C)(C)C#N)C#N,non-mutagenic
C[N+](C)(C)CCCNC(=O)C=C,non-mutagenic
C[N+](C)(C)CC(=O)O,non-mutagenic
OCCNCCO,non-mutagenic
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,non-mutagenic
Nc1cc(c(N)cc1Cl)[N+](=O)[O-],mutagenic
COP(=O)(OC)[C@H](O)C(Cl)(Cl)Cl,mutagenic
[O-][N+](=O)c1oc(\C=N\N2CCOC2=O)cc1,mutagenic
[O-][N+](=O)c1c(Cl)cc2Oc3cc(Cl)c(Cl)cc3Oc2c1Cl,non-mutagenic
CCCCOCC=O,non-mutagenic
CCCC[C@@H](CC)COC(=O)\C=C\c1ccc(OC)cc1,non-mutagenic
CS(=O)CCC(=O)N1C(CSC1c2ccccc2O)C(=O)O,non-mutagenic
CCCCOC(=O)c1ccc(O)cc1,non-mutagenic
OC1C=Cc2c(ccc3c(c4ccccc4cc23)[N+](=O)[O-])C1O,mutagenic
N\C(=N/O)\c1ccccc1,mutagenic
Nc1cc(Cl)cc(C(=O)O)c1Cl,mutagenic
CCOP(=O)(OCC)O\C(=C/Cl)\c1ccc(Cl)cc1Cl,mutagenic
Nc1ccc(cc1)N=Nc2cccc(N)c2N,mutagenic
C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\C=C\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C,non-mutagenic
CC(C)(Oc1ccc(cc1)[C@@H]2CC2(Cl)Cl)C(=O)O,non-mutagenic
Nc1ccc(cc1)C(=O)OCCCOC(=O)c2ccc(N)cc2,non-mutagenic
CC(C)COC(=O)\C=C\c1oc(cc1)[N+](=O)[O-],mutagenic
Oc1cnnc(O)n1,mutagenic
C=Cc1ccccc1C=C,non-mutagenic
Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,non-mutagenic
CC(=C)C(=O)OCCOC(=O)C(=C)C,non-mutagenic
CCCCCCCCCCCC(=O)O,non-mutagenic
Cc1ccccc1c2ccc(N)cc2,mutagenic
OC(=O)C(Br)(Br)Br,mutagenic
CN(CS(=O)(=O)O)C1=C(C)N(C)N(C1=O)c2ccccc2,mutagenic
OC(=O)c1cc(I)cc2cccnc12,non-mutagenic
ClC(Cl)(Cl)[C@@H]1CO1,mutagenic
O=S(=O)(Cc1ccccc1)N2C3C2c4ccccc4c5ccccc35,mutagenic
OC1CCCc2c1c(c3ccc4cccc5ccc2c3c45)[N+](=O)[O-],non-mutagenic
Cc1ncc(CO)c(CO)c1O,non-mutagenic
CC(C)CCOS(=O)(=O)C,mutagenic
BrC(C(=O)NCc1ccccc1)c2ccccc2,non-mutagenic
ClC(=O)c1c(Cl)cccc1Cl,mutagenic
NC1=CC(=O)C(=O)c2ccccc12,mutagenic
Cc1cc(c2ccccc2c1)[N+](=O)[O-],mutagenic
COS(=O)(=O)F,mutagenic
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,non-mutagenic
Nc1ncnc2c1ncn2C3OC(CO)C(O)C3O,non-mutagenic
ClCC(Cl)(Cl)Cl,non-mutagenic
[O-][N+](=O)c1cc(cs1)C(=O)Nc2ccccc2[N+](=O)[O-],mutagenic
CC(=C)C=O,mutagenic
O1c2c1c3cc4ccccc4cc3c5ccccc25,mutagenic
[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,mutagenic
CC[C@@H](C)c1ccccc1O,non-mutagenic
C(Oc1ccccc1Cc2ccccc2)C3CO3,mutagenic
CC[n+]1c2ccccc2nc3ccccc13,mutagenic
CC1=CC2=C(C=O)C(=O)[C@](C)(O)[C@H](O)C2=CO1,mutagenic
C[n+]1c2ccccc2cc3ccc(N)cc13,mutagenic
[O-][N+](=O)c1cccc2c(cccc12)[N+](=O)[O-],mutagenic
CC(=O)C1c2cccc(O)c2C(=O)c3c(O)cccc13,mutagenic
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,non-mutagenic
OCC(O)C(O)C(O)C(O)C1SCC(N1N=O)C(=O)O,non-mutagenic
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,non-mutagenic
OC(=O)c1ccc(Cl)c(c1)[N+](=O)[O-],mutagenic
Clc1cccc(Cl)c1NC2=NCCN2,non-mutagenic
N#CCCC#N,non-mutagenic
OC(=O)CN=N#N,non-mutagenic
FC(F)(F)COC=C,mutagenic
[O-][N+](=O)c1ccc(Nc2[nH]cnc3ncnc23)cc1,non-mutagenic
OC(=O)C[C@H](Cl)C(=O)O,non-mutagenic
Oc1ccc(cc1)C(=O)\C=C\c2ccccc2,non-mutagenic
Clc1ccccn1,mutagenic
CC1=C(O)C(=C(C(=O)C1=O)C2=C(O)C(=C(C)C(=O)C2=O)O)O,non-mutagenic
COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N,mutagenic
C[C@@H](CN(C[C@H](C)OC(=O)C)N=O)OC(=O)C,mutagenic
Oc1cc2ccc3cccc4ccc(n1)c2c34,mutagenic
[O-][N+](=O)c1ccc2ccc3ccc(c4c5CCCCc5c1c2c34)[N+](=O)[O-],mutagenic
C[Si](C)(C)N[Si](C)(C)C,non-mutagenic
Cc1ccc2nc3c(ccc4ccccc34)c(C)c2c1,mutagenic
ClCc1cnc(Cl)nc1Cl,mutagenic
COc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1,mutagenic
Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,mutagenic
c1ccc(cc1)c2ccccc2,non-mutagenic
[O-][N+](=O)c1ccc2Oc3cc(ccc3Oc2c1)[N+](=O)[O-],mutagenic
OC1C(O)c2cc3c(ccc4ccccc34)cc2c5ccccc15,mutagenic
CCC1=C(O)C(=O)c2c(O)c(O)c(O)c(O)c2C1=O,mutagenic
C1CNCCN1,non-mutagenic
Cc1nc2C(=O)C=CC(=O)c2c3[nH]c4ccccc4c13,mutagenic
Cc1ccc2c(cccc2c1)[N+](=O)[O-],mutagenic
C1COCCOCCOCCOCCO1,non-mutagenic
CC(C)NCC(O)COc1ccccc1CC=C,non-mutagenic
[O-][N+](=O)c1ccc2ccc3cccc4c5ccccc5c1c2c34,mutagenic
CCOP(=S)(OCC)S[C@@H]1OCCO[C@H]1SP(=S)(OCC)OCC,mutagenic
CC(=CCC\C(=C\CO)\C)C,non-mutagenic
[O-][N+](=O)c1cc(Cl)ccc1Cl,mutagenic
Nc1cccc2Cc3ccccc3c12,mutagenic
CC12CCC3C(CCC4CC(O)CCC34C)C1CCC(=O)N2,non-mutagenic
OCCCNP(=O)(O)N(CCCl)CCCl,mutagenic
OCC(Cl)(Cl)Cl,mutagenic
CCCCNc1snc2ccccc12,non-mutagenic
O=CNc1ccccc1,non-mutagenic
CCCCOc1ccc(\C=N\c2ccc(CC)cc2)cc1,mutagenic
CC(C)C1=CC(=O)C(=CC1=O)C,non-mutagenic
OC1OC(=O)C(=C1Cl)Cl,mutagenic
Fc1ccc2ncccc2c1,mutagenic
[O-][N+](=O)c1ccc(C=C)cc1,mutagenic
COC(=O)c1occ(c2ccccc2)c1c3ccccc3,non-mutagenic
CN=[N+](C)[O-],mutagenic
CCC(=O)OCc1ccc(cc1)[N+](=O)[O-],mutagenic
CCC(C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],non-mutagenic
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(c1)N(CCCl)CCCl)NC(=O)[C@@H](N)Cc2ccc(F)cc2,mutagenic
O1C2C1c3cscc3c4cscc24,mutagenic
CC(C)OC(=O)c1cc(Cc2ccc(N)c(c2)C(=O)OC(C)C)ccc1N,non-mutagenic
OC1C=Cc2c(ccc3cccnc23)C1O,mutagenic
c1ccc2cc3c(ccc4ccncc34)cc2c1,mutagenic
Oc1cccc2Cc3cccc(O)c3C(=O)c12,non-mutagenic
Nc1cccc2cccc(N)c12,mutagenic
CC(=O)c1cccn1[N+](=O)[O-],mutagenic
SCc1ccccc1,non-mutagenic
Nc1ccc(c2ccc(cc2N)[N+](=O)[O-])c(c1)[N+](=O)[O-],mutagenic
Oc1c(Br)cc2c(Oc3c(Br)c(O)c(Br)cc3C24OS(=O)(=O)c5ccccc45)c1Br,mutagenic
CC(=O)Nc1ccc(C)cc1,mutagenic
Nc1ncnc2c1ncn2C(c3ccccc3)c4ccccc4,mutagenic
OCC1OC(CC1O)N2C=C(\C=C\Br)C(=O)NC2=O,non-mutagenic
O=C(ON(OCc1ccccc1)C(=O)c2ccccc2)c3ccc(cc3)C#N,mutagenic
Nc1nc(O)c2ncn(C3CC(CO)C=C3)c2n1,non-mutagenic
COC(=O)c1c(O)c2ccccc2c3OC(C)(C)C=Cc13,mutagenic
CC(C)(C)OC(=O)C=C,non-mutagenic
Nc1c2C(=O)c3ccccc3C(=O)c2c(NC4CCCCC4)cc1S(=O)(=O)O,non-mutagenic
CCCC[C@@H]1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,mutagenic
O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr,mutagenic
CCc1nc2ccc(NC)c(C)c2nc1CC,mutagenic
CC(C)(Br)C(=O)NCc1ccccc1,non-mutagenic
COP(=O)OC,mutagenic
NC(=O)NO,mutagenic
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,non-mutagenic
Cn1cnc(c2ccccc2)c1[N+](=O)[O-],mutagenic
CNc1ccc2ccc3ccc(O)cc3c2c1,mutagenic
[O-][N+](=O)c1oc(C(=O)CBr)c(c2ccccc2)c1c3ccccc3,mutagenic
CCN(CC)c1ccc2C(=CC(=O)Oc2c1)C,non-mutagenic
[O-][N+](=O)c1cc(cs1)C(=O)Nc2cccc(Cl)c2,mutagenic
Oc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1O,mutagenic
Oc1cc(Cl)cc(Cl)c1,non-mutagenic
ClCc1c2ccccc2cc3ccccc13,mutagenic
CC(=C)C1CCC(=C)C2C1C=C(C)C(=O)C3=C2C(=O)C(C)(O)C3,non-mutagenic
CCCCBr,mutagenic
Cc1cc(C)c(C)cc1C,non-mutagenic
Nc1cc(N)c(c2ccccc2)c(c1)[N+](=O)[O-],mutagenic
CCc1cccc(NC(=O)c2csc(c2)[N+](=O)[O-])c1,mutagenic
COc1ccc([Se]c2ccc(OC)cc2)cc1,mutagenic
N1[C@@H]2[C@H]1c3cccc4cccc2c34,mutagenic
[O-][N+](=O)c1ccc2c(c1)C(=O)c3cc(cc(c23)[N+](=O)[O-])[N+](=O)[O-],mutagenic
CCOC(=O)COc1ccc2C(=O)C=C(Oc2c1)c3ccccc3,non-mutagenic
Clc1ccc(CO[C@H](Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1,non-mutagenic
c1ccsc1,non-mutagenic
CC(F)(F)F,non-mutagenic
CCCCOB(OCCCC)OCCCC,non-mutagenic
O=C1CCCCCCCCCCCC(=O)OCCO1,non-mutagenic
CCCN(N=O)C(=N)N[N+](=O)[O-],mutagenic
OC=O,non-mutagenic
CC(C)(c1ccc(OCC(O)CO)cc1)c2ccc(OCC3CO3)cc2,mutagenic
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,mutagenic
CBr,mutagenic
CN(C)c1ccc(cc1)C2CC3(C)C(CCC3(O)CCCO)C4CCC5=CC(=O)CCC5=C24,non-mutagenic
OCC1OC(CC1O)N2C=C(CCCCl)C(=O)NC2=O,non-mutagenic
CCCC=O,non-mutagenic
CCCCCC(=O)\N=C\1/SN(C(=O)CCCCC)c2ccc(cc12)[N+](=O)[O-],mutagenic
Cc1ccc2cc(ccc2c1)[N+](=O)[O-],mutagenic
[O-][N+](=O)c1cc[n+]([O-])cc1,mutagenic
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,non-mutagenic
c1ccc2c(c1)ccc3cc4cnccc4cc23,mutagenic
ClNc1ccc2c(Cc3ccccc23)c1,mutagenic
[O-][N+](=O)c1cnc2c(c1)nc3ccccn23,mutagenic
Cc1ccc(C)c2c3ccccc3[nH]c12,mutagenic
Cc1cc2ncccc2c3ncn(C)c13,non-mutagenic
C\C=C/1\C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]23,mutagenic
CC(C)CNc1snc2ccccc12,non-mutagenic
[O-][N+](=O)c1ccc2C(=O)c3ccccc3c2c1,mutagenic
Nc1ccc2c(Cc3ccccc23)c1,mutagenic
CN(C)c1ccc(cc1)N=Nc2ccc3[nH]ncc3c2,mutagenic
BrCc1c2ccccc2c3ccc4cccc5ccc1c3c45,mutagenic
COC(=O)\C(=C\c1oc(cc1)[N+](=O)[O-])\C#N,mutagenic
Cc1cc(C)c2c(ccc3ccccc23)c1,mutagenic
Nc1cc(ccc1C(=O)O)[N+](=O)[O-],mutagenic
CC(O)C(C)O,non-mutagenic
CCC1(CC(=O)O)OCCc2c1[nH]c3c(C)cccc23,non-mutagenic
Nc1cc(N)c(cc1N=Nc2ccc(cc2)c3ccc(cc3)N=Nc4ccc(O)c(c4)C(=O)O)N=Nc5ccc(cc5)S(=O)(=O)O,mutagenic
C[N+]1([O-])CCC(=CC1)c2ccccc2,non-mutagenic
CC(=O)Nc1ccc(NC(=O)C)c2C(=O)c3ccccc3C(=O)c12,mutagenic
COc1cc2N3[C@H]4[C@@H]5[C@@H](CC3=O)OCC=C6CN7CC[C@]4([C@H]7C[C@@H]56)c2cc1OC,non-mutagenic
CNc1c(C)cc2ncccc2c1N,non-mutagenic
COc1nncc2ccccc12,non-mutagenic
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,non-mutagenic
OC(=O)c1cc(Cl)ccc1O,non-mutagenic
C[C@H]1CN(N=O)C(=O)NC1=O,mutagenic
ClCc1cc2c3ccccc3cc4ccc5cccc1c5c24,mutagenic
CC(C)c1ccc(C)c2c(cc(C)c2c1)S(=O)(=O)O,non-mutagenic
COc1ccc(cc1)[N+](=O)[O-],mutagenic
O1[C@@H]2C=Cc3c(ccc4c5C=Cc6cccc(cc34)c56)[C@H]12,mutagenic
O=C1CCCc2c1ccc3c2ccc4ccccc34,mutagenic
Nc1cccc(N)c1,mutagenic
O=NN1CCN(CC1)N=O,mutagenic
C[N+](C)(C)Cc1ccccc1,non-mutagenic
O=C=Nc1cccc2c(cccc12)N=C=O,non-mutagenic
CCCCCCCCCCCCS,non-mutagenic
COc1cccc2c1cc3NC(=O)c4cc5OCOc5c2c34,mutagenic
C1CSCCS1,mutagenic
NC(=O)C1(O[C@H]1C(=O)c2ccccc2)C(=O)N,mutagenic
CCCCCn1cc2C[C@@H]3[C@H](C=C(C)CN3C)c4cccc1c24,mutagenic
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,mutagenic
ClC(Cl)(Cl)C=O,mutagenic
CCCCCC\C=C/CCCCCCOC(=O)C,non-mutagenic
Oc1ccc2c(cccc2c1)S(=O)(=O)O,non-mutagenic
CC1CCCC(=O)CCCCCc2cc(O)cc(O)c2C(=O)O1,non-mutagenic
CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2,non-mutagenic
CCN(CC)c1ccc(cc1)N=Nc2ccc(cc2)[N+](=O)[O-],mutagenic
Nc1ccc2ncccc2c1,non-mutagenic
OC(=S)c1ccccc1,non-mutagenic
CCOP(=O)(OCC)Oc1cc(C)nc(n1)C(C)C,mutagenic
COC(C)CCOC(=O)C,non-mutagenic
OCC(O)C(O)C(O)C(O)C(=O)O,non-mutagenic
CCOC(=O)c1[nH]c2ccccc2c1\N=C\c3ccc(O)cc3,mutagenic
OC(=O)CNC(=O)c1ccc(cc1)[N+](=O)[O-],mutagenic
O=C1NC(=O)NC(=O)N1,non-mutagenic
Oc1ccc2cc(cc(c2c1N=Nc3ccc(cc3)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,non-mutagenic
CCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C(=O)C,non-mutagenic
O[C@H]1CCCN(C1)N=O,mutagenic
ClCC(=O)c1ccc(Cl)cc1Cl,mutagenic
[O-][N+](=O)c1ccc(CNc2[nH]cnc3ncnc23)cc1,mutagenic
Nc1ccc2cccc3c4ccccc4c1c23,mutagenic
CC(=O)OCc1ccc(cc1)N=Nc2ccc(COC(=O)C)cc2,mutagenic
CC(OP(=O)(OC(C)C(Br)CBr)OC(C)C(Br)CBr)C(Br)CBr,mutagenic
O[C@@H]1C=Cc2ccc3c(ccc4ccccc34)c2[C@H]1O,mutagenic
C(OCC1CCC2OC2C1)C3CCC4OC4C3,mutagenic
CC1(N(O)c2ccccc2C1=O)c3ccccc3,non-mutagenic
c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,mutagenic
COc1cc(OC)c2C3C=COC3Oc2c1,mutagenic
BrCC(Br)(Br)Br,mutagenic
C[n+]1cccc2[C@@H]3O[C@@H]3C=Cc12,mutagenic
CNN=NC,mutagenic
Cc1cc2ncccc2c3nc(N=N#N)n(C)c13,mutagenic
COC(=O)C1=C(C)N=C(C)C(=C(O)OCCc2ccc(cc2)N3CCN(CC3)C(c4ccccc4)c5ccccc5)C1c6cccc(c6)[N+](=O)[O-],non-mutagenic
OC1C=Cc2c(ccc3c(Cl)c4ccccc4cc23)C1O,mutagenic
O=C1C(=O)c2cc3ccccc3c4ccc5cccc1c5c24,mutagenic
Cc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c23)c1,mutagenic
CN(C)C(=S)N(C)C,non-mutagenic
CCCCCCCCCCCCCCN(OC(=O)C)c1ccc2c(Cc3ccccc23)c1,mutagenic
C=C=O,mutagenic
OC1C(O)c2ccc3c(ccc[n+]3[O-])c2C4OC14,non-mutagenic
Clc1ccccc1C=C,non-mutagenic
BrCc1cc2c3ccccc3c4cccc(c1)c24,mutagenic
NC1=NC(=O)N(C=C1CCCl)C2CC(O)C(CO)O2,non-mutagenic
NC(=S(=O)=O)N,mutagenic
Fc1cnc2c(ccc3ncc(F)cc23)c1,non-mutagenic
C\C(=C(/CCOC(=O)c1ccccc1)\SC(=O)c2ccccc2)\N(Cc3cnc(C)nc3N)C=O,non-mutagenic
C[C@@H](O)[C@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)O,non-mutagenic
Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],mutagenic
Oc1c(Cl)c(Cl)c(O)c2C(=O)C=CC(=O)c12,mutagenic
CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OCCOCCO,non-mutagenic
CC(=O)Nc1ccc(Oc2ccc(cc2)N(O)C=O)cc1,mutagenic
[O-][N+](=O)c1cc(cs1)C(=O)Nc2cccc(Br)c2,mutagenic
Fc1cnc2ccccc2c1,non-mutagenic
Cc1cccc(C(=O)O)c1[N+](=O)[O-],mutagenic
O=C(OC\C=C\c1ccccc1)\C=C\c2ccccc2,mutagenic
CCOP(=S)(OCC)OP(=S)(OCC)OCC,mutagenic
NC(=O)c1cc[n+](COC[n+]2ccccc2\C=N\O)cc1,non-mutagenic
O[C@H]1[C@H](O)c2nc3ccc4ccccc4c3cc2c5ccccc15,non-mutagenic
CC(C)CN(CC(C)C)CC(C)C,non-mutagenic
Oc1c(cc2c3ccccc3[nH]c2c1[N+](=O)[O-])[N+](=O)[O-],mutagenic
BrCc1ccc(Br)cc1,non-mutagenic
Clc1cccc(Cl)c1C=O,non-mutagenic
CNc1nc2c3cccnc3ccc2n1C,mutagenic
ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,non-mutagenic
NCCN,mutagenic
Nc1nc2C3CCCNC3CCc2s1,non-mutagenic
O[C@@H]([C@H](O)C(=O)O)C(=O)O,non-mutagenic
OC[C@H]1O[C@@H](Oc2cc(O)cc3Oc4c(O)ccc(O)c4C(=O)c23)[C@H](O)[C@@H](O)[C@@H]1O,mutagenic
c1ccc2[nH]c(nc2c1)c3cscn3,mutagenic
CCCCOc1ccc(CC(=O)NO)cc1,mutagenic
[O-][N+](=O)c1nc2ccccc2[nH]1,mutagenic
Cc1cccn2c1nc3ccc(N)nc23,mutagenic
Nc1ccc(c2ccc(N)cc2[N+](=O)[O-])c(c1)[N+](=O)[O-],mutagenic
[O-][N+](=O)c1ccc2c(c1)cc(c3ccc(cc23)[N+](=O)[O-])[N+](=O)[O-],mutagenic
NC(=O)c1cccc(c1)[N+](=O)[O-],mutagenic
Cc1ccc2OC(=O)C=Cc2c1,non-mutagenic
CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,non-mutagenic
ONc1ccccc1,mutagenic
Oc1c(cc2c3cc(ccc3[nH]c2c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],mutagenic
Cc1ccc(NO)cc1,mutagenic
COc1ccccc1[N+](=O)[O-],mutagenic
Oc1nncc2ccccc12,non-mutagenic
Cc1cc(C)c(N)c(C)c1,mutagenic
CC(C)(C)C1=CC(=CC=C2C=C(C(=O)C(=C2)C(C)(C)C)C(C)(C)C)C=C(C1=O)C(C)(C)C,non-mutagenic
[O-][N+](=O)c1oc(\C=N\N2C(=O)C=C(C=C2c3ccccc3)c4ccccc4)cc1,mutagenic
CC1=C(O)C(=O)CO1,mutagenic
CC[C@@H](Cl)[N+](=O)[O-],mutagenic
COC(=O)c1cc(Cc2ccc(N)c(c2)C(=O)OC)ccc1N,mutagenic
OCCNCc1oc(cc1)[N+](=O)[O-],mutagenic
COc1cc(C(O)c2ncc([N+](=O)[O-])n2C)c(O)c(c1)C(C)(C)C,mutagenic
Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],mutagenic
Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2,non-mutagenic
COc1cc(CCC(=O)C)ccc1O,non-mutagenic
CN[C@H](C)[C@@H](O)c1ccccc1,non-mutagenic
NCCc1ccc(O)c(O)c1,mutagenic
CCCC\C=C\C=O,mutagenic
COC(=O)c1cccc2Oc3c4[C@@H]5C=CO[C@H]5Oc4cc(OC)c3C(=O)c12,mutagenic
CC1=CC(O)C2CC1C2(C)C,non-mutagenic
ICCc1ccc(OCc2ccccc2)cc1,mutagenic
CCOC(=O)c1[nH]c2ccccc2c1\N=C\c3cc(OC)c(OC)c(OC)c3,mutagenic
[O-][N+](=O)c1ccc(s1)[C@@H]2NC(=O)c3ccccc3N2,mutagenic
C=CC(=O)N1CCN(CC1)c2ccccc2,non-mutagenic
CC(=O)c1ccc(s1)[N+](=O)[O-],mutagenic
c1cnccn1,non-mutagenic
CC1c2ccccc2c3ccccc13,mutagenic
CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,non-mutagenic
COC=C,non-mutagenic
OC1COC(OCC2OC(Oc3ccc4C(=O)c5ccccc5C(=O)c4c3O)C(O)C(O)C2O)C(O)C1O,non-mutagenic
OC(=O)C(Cl)Cl,mutagenic
O=C1c2ccccc2c3cccc4cccc1c34,mutagenic
CC(Br)C(Br)COP(=O)(OCC(Br)C(C)Br)OCC(Br)C(C)Br,mutagenic
CCOCN(C(=O)CCl)c1c(C)cccc1CC,non-mutagenic
OS(=O)(=O)c1ccccc1[N+](=O)[O-],non-mutagenic
CCCCCCC(=O)OCC,non-mutagenic
CC(C)(Cl)OC(C)(C)Cl,mutagenic
CCOc1ccc(cc1)N=[N+]([O-])c2ccc(OCC)cc2,non-mutagenic
Oc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c23)c1,mutagenic
OS(=O)(=O)c1cccc2C(=O)c3c(cccc3[N+](=O)[O-])C(=O)c12,mutagenic
CC(=C)C(=O)OC[C@H]1CO1,mutagenic
CC1C2C(=Nc3ccc(C)cc23)N(C)c4ccccc14,mutagenic
CC1CN(\N=C\c2oc(cc2)[N+](=O)[O-])C(=O)N1,mutagenic
COC(=O)C(CSCC(Br)c1ccccc1)NC(=O)C,non-mutagenic
Cc1cc(ccc1N=Nc2c(O)c3c(N)cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5c(O)c6c(N)cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(C)c4,mutagenic
CC(=O)Nc1ccc(cc1)C(=O)CCl,mutagenic
OCNC(=O)CCl,non-mutagenic
C[C@@H](Nc1[nH]cnc2nc(cc12)c3ccc(CCl)cc3)c4ccccc4,mutagenic
CC1C=C(C=O)C(=CC2(O)CC(C)(C)CC12)C=O,mutagenic
COc1cc(c(C)cc1N=Nc2c(O)ccc3cc(ccc23)S(=O)(=O)O)S(=O)(=O)O,non-mutagenic
C1c2ccc3ccccc3c2Cc4ccc5ccccc5c14,mutagenic
CC1=C2C(O)C(C)(CO)C=C2C(=O)C(C)(O)C13CC3,mutagenic
