SMILES,Mutagenicity
OC4=CC3=C2C=CC1=CC=CC=C1C2=CC=C3C=C4,active
NC2=C1N=C[N](C1=NC=N2)CC3=CC=CC=C3,active
OCC(O)CI,active
NC3=C2N=C1CCCCC1=CC2=CC=C3,active
CN1CCN(CC1)C4=C2OCN(N3C=C(C(C(=C23)C=C4F)=O)C(O)=O)C,active
C1=CC4=C(C=C1)C3=CC2=CC=NC=C2C=C3C=C4,active
CCN(CC)N(O)N=O,active
COC1=CC4=C(C=C1)C2=NC=CC3=CC(=C(C(=C23)C4=O)OC)OC,active
ClC(=O)C1=CC=C(C=C1)C(Cl)=O,active
NC1=CC3=C(C=C1)C2=CC=CC=C2C3,active
[O-][N+](=O)C2=CC1=C[NH]N=C1C=C2,active
OCC1OC(C(O)C1O)N(N=O)C2=CC=C(C=C2)[N+]([O-])=O,active
CCCCCCCCCCSC[N]1C=C[N+](=C1)C,active
OC4C=CC3=C(C2=CC=C1C=CC=CC1=C2C=C3)C4O,active
CC2=C1N=CC=CC1=CC=C2,active
OC1=C(C3=C(C(=C1)O)C(=O)C2=C(C=CC=C2)C3=O)O,active
NC2=C1C=CC=CC1=NC3=CC=CC=C23,active
[O-][N+](=O)C1=C2C=CC3=C(C=CC4=CC=C(C=C1)C2=C34)[N+]([O-])=O,active
BrCC1=CC=CC=C1,active
ClCN2C(=O)C1=C(C=CC=C1)C2=O,active
CN(C)C1=CC=C(C=C1)C=CC2=CC=CC=C2,active
C5=CC4=CC3=C1C=CC=CC1=C2C=CC=CC2=C3N=C4C=C5,active
ClCC4=C2C=CC=C3C1=CC=CC=C1C(=C23)C=C4,active
[O-][N+](=O)C4=CC=C3C2=C1C(=C(C=CC1=CC=C2)[N+]([O-])=O)C5=C3C4=CC=C5,active
COC1=CC4=C(C=C1)C2=C(C(=CC3=CC=NC(=C23)C4=O)OC)OC,active
CC1=CC(=C(C(=C1)C)N)C,active
CC2=C1C=CC=CC1=CC3=CC=CC=C23,active
COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,active
COC1=C(C4=C(C=C1)C3=C2OCOC2=CC5=C3C(=C4)N(C)C(=O)C5=O)OC,active
ON=C1C=CC(C=C1)=NO,active
CN(C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,active
ONC2=CC1=CC=CC=C1C=C2,active
[O-][N+](=O)C1=CC2=CC=C3C=C(C=C4C=CC(=C1)C2=C34)[N+]([O-])=O,active
COC5=C2[C]1=CC=C(C1=C(OC2=C4C3CCOC3OC4=C5)O)O,active
OCC(Cl)CCl,active
O=NN1CCCCC1,active
C1=CN=C(C=C1)C2=NC=CC=C2,active
CC3=C(C1=CC=CC=C1C4=CC=C2C=CC=CC2=C34)[N+]([O-])=O,active
C[N]1C(=NC2=CC=CC=C12)N,active
CC(=O)OC1CC5=C4C1=C3C=CC2=CC=CC=C2C3=CC4=CC=C5C,active
[O-][N+](=O)C1=C(N=C2SC=C[N]12)C3=CC=C(C=C3)Cl,active
CN2C1=C(C=CC=C1)C(=O)C3=C2C4=C(C=C3O)OC(C4)C(C)=C,active
[O-][N+](=O)C1=C(C=CC=C1)SSC(Cl)=C(Cl)C(F)(F)F,active
CC(=O)N(O)C1=CC3=C(C=C1)C2=CC=CC=C2C3,active
COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)[N+]([O-])=O,active
CN(C)CCCNC2=C1C(=CC=C(C1=NC3=CC=CC=C23)N(C)C)[N+]([O-])=O,active
NC1=CC=C(C=C1)Cl,active
ClC3=CC2=CC1=CC=CC=C1C=C2C=C3,active
OC(=O)C(Cl)=C(C(Cl)Cl)C(O)=O,active
ClC(Br)C#N,active
[O-][N+](=O)C3=C1C=CC=CC1=C2C=CC=CC2=C3,active
NC1=CC=C(C=C1)OC2=C(C=C(C=C2Cl)Cl)Cl,active
[O-][N+](=O)C2=CC1=C3C(=CC=C1C=C2)C(=CC=C3)[N+]([O-])=O,active
FC2=C1N=CC=CC1=CC=C2,active
CCC(Cl)=[N+](O)[O-],active
CC(C)(C)CCCCCC(=O)OCC1CO1,active
CC(=O)NNC1=CC=CC=C1,active
[O-][N+](=O)C1=CC(=CS1)C(=O)NC2=CC(=CC=C2)Cl,active
OC2=C(C1=CC=CC=C1C=C2)[N+]([O-])=O,active
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,active
CCC2=C1[NH]C3=C(C1=CC(=C2)O)CCOC3(CC)CC(O)=O,active
OC3C=CC2=C(C=C1C=CC(=CC1=C2)[N+]([O-])=O)C3O,active
NC1=CC=C(C=C1)C=CC2=CC=CC=C2,active
COCC1CO1,active
O=NN1CCCC1C2=CN=CC=C2,active
CCN(CC)C(=S)SCC(Cl)=C,active
NC(=O)NCC=C,active
O1C5C1C3=C(C2=CC=CC=C2C4=CC=CC=C34)C6=C5C=CC=C6,active
OC5C(O)C2=C(C1=NC4=C(C=C1C=C2)C3=CC=CC=C3C=C4)C6OC56,active
CC4=C3C1=CC=CC2=CC=CC(=C12)C3=C(C5=CC=CC=C45)C,active
O=CCC=O,active
NC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,active
CC1=NSC(=C1)N,active
N(C1=CC=C(C=C1)NC3=CC2=CC=CC=C2C=C3)C5=CC4=CC=CC=C4C=C5,active
CCCCN1C3C1C2=C(C=CC=C2)C4=C3C=CC=C4,active
FC5=CC=C4C=C3C2=C1C(=CC=CC1=CC=C2)C3=CC4=C5,active
CC(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,active
CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,active
NCCNCCNCCNCCN,active
[O-][N+](=O)C1=CC3=C(C=C1)C2=C(C=CC=C2)C3=O,active
CC(=O)N(O)C1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34,active
[O-][N+](=O)C1=CC=C(C=C1)OCC2CO2,active
C1OC1COC3=CC2=CC=CC=C2C=C3,active
O=C2C1=C(C=CC=C1)C4=C2C=C3C=CC=CC3=C4,active
CNC1=CC=C(C=C1)N=NC2=CC=CC=C2,active
CC2=C1C3=CC=C4C=CC=C5C=CC(=CC1=CC=C2)C3=C45,active
ClC1=C(N=CC=C1)Cl,active
[O-][N+](=O)C1=CC(=CC=C1)C#N,active
CN(C)CCNC(=O)C2=C1OC3=C(C(C1=CC=C2)=O)C=CC=C3,active
ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,active
COC1=C(C=CC(=C1)CNC(=O)C(C)Br)O,active
CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N3CCNCC3,active
COP(=O)(OC)OC1=CC(=C(C=C1)[N+]([O-])=O)C,active
[O-][N+](=O)C1=CC2=C(C=C1)C(=CC3=CC=CC=C23)[N+]([O-])=O,active
O[N+]([O-])=C=CC1=CC=CC=C1,active
COC(=O)C4=C2C=CC1=C(C=CC=C1C2=C3OCOC3=C4)OC,active
COC1=NSC2=CC(=CC=C12)[N+]([O-])=O,active
ClCCOCC(Cl)=CCl,active
NC2=C1C(C3=C(C(C1=C(C=C2Br)Br)=O)C=CC=C3)=O,active
C[N]1C=NC2=C(N)N=CN=C12,active
C[N]1C=NC2=C1C=CC3=NC=CC=C23,active
CC2C1=C(C=CC=C1)C3=C2C=CC(=C3)C,active
[O-][N+](=O)C2=CC=C1C(=NSC1=C2)Cl,active
[O-][N+](=O)C1=CC(=CS1)C(=O)NC2=CC(=CC=C2)[N+]([O-])=O,active
ClC2=C1C=CC=CC1=CC3=CC=CC=C23,active
COC1=C(C=C(C(=C1)Cl)OC)Cl,active
[O-][N+](=O)C1=CC=C(C=C1)C=NN4N=NC2=C([NH]C3=CC=CC=C23)C4=O,active
OC(=O)C4=C2C(=CC1=C(C=CC=C1C2=C3OCOC3=C4)O)[N+]([O-])=O,active
NC(CCC(=O)NNC1=CC=CC=C1)C(O)=O,active
[O-][N+](=O)C1=CC=C(C=C1)OC=C,active
CC2(OO)C1=C(C=CC=C1)C3=C2C=CC=C3,active
[O-][N+](=O)C1=CC=C(C=C1)C=CC2=CC(=CC=C2)C#N,active
[O-][N+](=O)C1=CC4=C2C(=C1)CCC3=C2C(=CC=C3)CC4,active
CC2=C1C=C4C(=CC1=CC=C2)C3=CC=CC=C3C=C4,active
CC2=CC=C1N=C(SC1=C2)C3=CC=C(C=C3)N,active
N1C2C1C4=C3C2=CC=CC3=CC=C4,active
CC(C)(C)OC(=O)C(N)CN=[N+]=[N-],active
[O-][N+](=O)C2=CC1=CC=C(C=C1O2)N(CCCl)CCCl,active
ON(C=O)C1=CC=C(C=C1)C=CC2=CC=CC=C2,active
CN(CCCl)CCCl,active
CC(=O)NC1=CC=C(C=C1)C2=CC=CC=C2,active
COS(C)(=O)=O,active
CC2=C4C=CC=C5C=CC3=CC1=CC=CC=C1C(=C2)C3=C45,active
ClNC1=CC3=C(C=C1)C2=CC=CC=C2C3,active
CC(=O)NC2=CC1=CC=CN=C1C=C2,active
[O-][N+](=O)C5=C3C=CC=C4C2=CC1=CC=CC=C1C=C2C(=C34)C=C5,active
C1OC1CC2=CC=C(C=C2)C3=CC=CC=C3,active
C[N]2C1=CC=CC=C1C3=CC(=CC=C23)[N+]([O-])=O,active
CCCCCCOCC1CO1,active
OCC1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C34,active
CCOS(=O)(=O)OCC,active
BrCC(Br)C1=CC=CC=C1,active
CCCNN=O,active
OC2=CC1=CC=CC(=C1C=C2)O,active
CC1=C(N=C3C(=C1)C2=CC=CC=C2[NH]3)N,active
OC4=C1C=CC=CC1=C3C=CC2=CC=CC=C2C3=C4,active
ClC(Cl)(Cl)C1=CC=CC=C1,active
C=CC=O,active
CCC(=O)C2=C1C=CC=C(C1=C(C3=C(C=CC=C23)O)O)O,active
NC2=C3C=CC4=CC1=CC=CC=C1C5=CC=C(C=C2)C3=C45,active
CN(CC(O)CO)N=O,active
C1OC1COC3=C2C=CC=CC2=CC=C3,active
C1OC1COC2=CC=CC=C2,active
OCC1OC(CC1O)N2C=C(COO)C(=O)NC2=O,active
CC(Cl)C(Br)CBr,active
NC2=C1SN=CC1=CC=C2,active
OC(=O)C=CCl,active
[O-][N+](=O)C3=CC2=C1C=C(C=CC1=CC=C2C=C3)[N+]([O-])=O,active
CC1OC1C,active
CC1=C(C=C(C=C1)C(O)(P(O)(O)=O)P(O)(O)=O)N(CCCl)CCCl,active
OC(=O)C(Cl)=C(Cl)C=O,active
COC4=CC(=O)C3=C2[NH]C1=C(CCCC1)C2=CN=C3C4=O,active
CCN(CC)CCNC2=C1C(C3=C(SC1=C(C=C2)CO)C=CC=C3)=O,active
CC(=O)OC2=C(OC(C)=O)C4=C(C=CC5=C1C=CC=CC1=C3C=CC=C2C3=C45)[N+]([O-])=O,active
O[N+]([O-])=CCl,active
COC1=C(C=CC(=C1)N)NC(C)=O,active
COC(=O)C(CSCC(C)Br)NC(C)=O,active
ClCC(=O)NCC1=CC=CC=C1,active
FC1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=CC=CC3=C45,active
CC4=C2C1=CC=CC=C1[NH]C2=C3C(C(=CC(C3=N4)=O)N5CC5)=O,active
CC(Br)C(=O)NCC1=CC=C(C=C1)Cl,active
CC1CCCCN1CCCNCC(=O)NC2=C(C(=N[N]2C)C)C(=O)C3=C(C=CC=C3)F,active
[O-][N+](=O)C1=CC4=C(C=C1)C3=CC=C2CCCCC2=C3CC4,active
NC1=CC=C(C=C1)C=CC2=CC(=CC=C2)C#N,active
CCC(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,active
CC(Br)CBr,active
CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,active
CCCCOC1=CC=C(C=C1)C=NC2=CC=C(C=C2)CC,active
OCC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,active
OC1COC(C(O)C1O)N(N=O)C2=CC=C(C=C2)[N+]([O-])=O,active
CN(CC1=CC=CC=C1)N=O,active
NC(=O)C1=CSC(=C1)[N+]([O-])=O,active
OC2=C1C(C3=C(C(C1=C(C=C2)[N+]([O-])=O)=O)C(=CC=C3O)[N+]([O-])=O)=O,active
OC2C1=C(C=CC=C1)OC3=C2C=CC=C3,active
OC1=C(C=C(C=C1)Cl)C(=O)NC2=C(C=C(C=C2)[N+]([O-])=O)Cl,active
ClC2=C1N=CC=CC1=CC=C2,active
COC1=CC3=C(C(=C1)O)C(=O)C2=C(C=C(C=C2O)C)C3=O,active
CC(C)(C)OC(=O)NN=CC2=[N+](C1=CC=CC=C1[N+](=C2)[O-])[O-],active
CC(=O)N(O)C2=CC1=CC=CC=C1C=C2,active
CCOC1=CC(=O)C(CC1=O)=NC(C)=O,active
O1C5C1C2=C(C=C4C(=C2)C3=CC=CC=C3C=C4)C6=C5C=CC=C6,active
C1=CC4=C(C=C1)C3=CC2=CC=NC=C2C=C3C5=CC=CC=C45,active
CC1=CC=C(C=C1)CC2CO2,active
OC(=O)CC1=C(C=CC=C1)[N+]([O-])=O,active
COC1=C(C=CC(=C1)N)N,active
NC2=C1C=CC=CC1=CC3=CC=CC=C23,active
COC1=C(C4=C(C=C1)C3=C2OCOC2=CC5=C3C(=C4)N(C)CC5)OC,active
CC2=CC1=CC=CN=C1C=C2,active
C[N]2C(=NC3=C1N=C(C)C(=NC1=CC(=C23)C)C)N,active
OC(=O)CC=[N+](O)[O-],active
OC1=CC(=C(C=C1)O)O,active
OC3C=CC2=C1N=CC=CC1=CC=C2C3O,active
COC1=CC5=C(C=C1)C3=C2OCOC2=CC4=CC=NC(=C34)C5=O,active
OC(=O)C(Cl)=C(C(Cl)Cl)C(Cl)Cl,active
CC2=C[N]1C(=C(N=C1S2)C3=CC=C(C=C3)[N+]([O-])=O)[N+]([O-])=O,active
COC1=CC3=C(C=C1)OC2=C(C(=CC(=C2)OC)OC)C3=O,active
[O-][N+](=O)C1=CC=C(C=C1)C=CC=O,active
OCC1=C4C(=CC2=CC=CC=C12)C3=CC=CC=C3C=C4,active
NC1=CC=C(C=C1)C=CC2=CC=C(C=C2)Cl,active
NC1=CC3=C(C=C1)C2=CC=CC=C2C=C3,active
CC(=O)N(O)C1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,active
CCCN(N=O)C(N)=O,active
NC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)N,active
CC(=O)NC1=CC3=C(C=C1)C2=CC=CC=C2C3,active
O=NC1=CC(=CC=C1)C2=CC=CC=C2,active
C5CC4=C(C3=CC2=C1C=CC=CC1=CC=C2N=C3C=C4)C=C5,active
O=C2C1=C(C=CC=C1)C4=C3C2=CC=CC3=CC=C4,active
COC1=CC=C(C=C1)N,active
NC(CCC(=O)NNC1=CC=C(C=C1)CO)C(O)=O,active
ClC1=CC(=C(C=C1)C(Cl)(Cl)Cl)Cl,active
[O-][N+](=O)C2=C3C=CC4=CC1=CC=CC=C1C5=CC=C(C=C2)C3=C45,active
OC1=C(C=C(C=C1)C2=CC(=CC=C2)[N+]([O-])=O)[N+]([O-])=O,active
CC(C)CNC(=O)C=CC1=CC=C(O1)[N+]([O-])=O,active
FC2=C1C=CC=NC1=CC=C2,active
CC(C)CC(=O)OC2OC=C(COC(C)=O)C3=CC(OC(=O)CC(C)C)C1(CO1)C23,active
[O-][N+](=O)C1=CC=C(C=C1)C=CC2=CC=CC=C2,active
[O-][N+](=O)C2=C1SN=CC1=CC=C2,active
[O-][N+](=O)C1=CC=C(C=C1)[N+]#N,active
CC3=C2C1OC1C5=C(C2=CC4=CC=CC=C34)C=CC=C5,active
CC1=C(C(=C(C=C1)[N+]([O-])=O)C)[N+]([O-])=O,active
NC2=C1N=C[NH]C1=NC=N2,active
OC2=C1N=CC=CC1=CC=C2,active
[O-][N+](=O)C1=CC=C(C=C1)C=O,active
NC(NC1=CC=CC=C1)=NC2=CC=CC=C2,active
CCC2=C1[NH]C3=C(C1=CC=C2O)CCOC3(CC)CC(O)=O,active
OC2=C(C1=C(C3=C(C(=C1C=C2)O)C(=O)C=CC3=O)O)O,active
CC(=O)OCC1=C3C=CC4=CC=CC5=CC=C(C2=CC=CC=C12)C3=C45,active
NC1=CC3=C(C=C1)C(=O)C2=C(C=CC=C2)C3=O,active
CC(O)CN(CC(C)=O)N=O,active
OC6C1OC1C5=C4C=C2C=CC=C3C=CC(=C23)C4=CC=C5C6O,active
CC1=CC5=C4C(=C1)C3=CC2=CC=CC=C2C=C3C4=CC=C5,active
ClCC2=C4C=C1C=CC=CC1=C5C=CC3=CC=CC(=C2)C3=C45,active
[O-][N+](=O)C3=CC=C2OC1=CC=CC=C1C2=C3,active
C2=CC1=CC4=C(C=C1C=C2)C3=NC=CC=C3C=C4,active
NC2=C(C=C1C=CC=CC1=C2)N,active
ClC2=C1C=CC=NC1=CC=C2,active
COC(=O)NC2=NC1=CC=C(C=C1[NH]2)C(=O)C3=CC=CC=C3,active
OC(CCl)CCl,active
NC1=CC=C(C=C1)C2=CC=CC=C2,active
OC(=O)C(Cl)=C(C=O)C(Cl)Cl,active
[O-][N+](=O)C4=C1C=CC=CC1=C3C=CC2=CC=CC=C2C3=C4,active
COP(=S)(OC)SCN2C(=O)C1=C(C=CC=C1)C2=O,active
CNC(=O)N(O)C(C)=O,active
CC(=O)NNC1=CC=C(C=C1)CO,active
[NH]2C1=CC=CC=C1N=C2C3=CSC=N3,active
CCOCC1CO1,active
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(C)C(C)=O,active
CC(C)(OO)C1=CC=CC=C1,active
C(SSCC1=CC=CC=C1)C2=CC=CC=C2,active
CCC(=O)C(=O)CC,active
ClCCSCC1=CC=CC=C1,active
ClCCNCCCNC1=C4C(=NC2=CC=CC=C12)C3=NC=CC=C3C=C4,active
CC(C)(O)CCC2=C1OC3=C(C(C1=C(C=C2)O)=O)C(=C4C(=C3)OC5OC=CC45O)O,active
NC(=N)NC#N,active
BrCBr,active
CN(C)N=NC1=CC=C(C=C1)C,active
CN(C)CCNC(=O)C2=CC=CN3C(=O)C1=C(C=CC=C1)N=C23,active
COC1=CC=C(C=C1)CC2CO2,active
COC1=C(C=C(C=C1)CNC(=O)C(C)Br)OC,active
ClC1=C(C=C(C=C1)C(Cl)(Cl)Cl)Cl,active
[O-][N+](=O)C1=CC(=C(C=C1)SC#N)[N+]([O-])=O,active
C1=NC=CC(=C1)C2=CC=NC=C2,active
NNC1=CC=C(C=C1)[N+]([O-])=O,active
OC1OC(=O)C=C1CCl,active
NC3=C2C(=C1C(C=CC(C1=C(C2=C(C=C3)N)O)=N)=N)O,active
CN(C)CCCNC2=C1C=CC(=CC1=NC3=CC=CC=C23)[N+]([O-])=O,active
COC5=C2[C]1=CC=C(C1=C(OC2=C4C3C=COC3OC4=C5)O)O,active
COC1=NSC2=CC(=CC=C12)N,active
ClCCl,active
OC1=CC(=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,active
C1CS1,active
C1OCC2=C1C=CC=C2,active
OCCNCCNC3=C2C(=C1C(C=CC(C1=C(C2=C(C=C3)NCCNCCO)O)=O)=O)O,active
CC2C1=C(C=CC=C1)C3=C2C=CC=C3C,active
[O-][N+](=O)C1=CC(=CS1)C(=O)NC2=C(C=CC=C2)[N+]([O-])=O,active
[O-][N+](=O)C1=CC(=C(C=C1)Cl)Cl,active
O=C2N(N=CC1=CC=CC=C1)N=NC3=C2[NH]C4=CC=CC=C34,active
CC4=CC3=C(C2=CC=C1C=CC=CC1=C2N=C3C=C4)C,active
C5=CC4=CC3=C1C=CC=CC1=C2C=CC=CC2=C3C=C4C=C5,active
COC(=O)C2=C1C(C5=C(OC1=CC=C2)C3=C(OC4OC=CC34)C=C5OC)=O,active
CC3=CC2=C(C1=CC=CC=C1C=C2C=C3)C,active
C[N]2C1=CC(=CN=C1N=C2[N+]([O-])=O)C3=CC=CC=C3,active
NC3=C(C=C2N=C1C=CC=CC1=NC2=C3)N,active
COC2=C1C=C(OC1=C(C=C2)N(CCCl)CCCl)[N+]([O-])=O,active
C2CCC1OC1C2,active
OC6C1OC1C5=C4C2=CC=CC3=CC=CC(=C23)C4=CC=C5C6O,active
OCCNC1=CC=C(C=C1)N=NC2=CC=C(C=C2)NCCO,active
O=C(NC1=CC3=C(C=C1)C2=CC=CC=C2C3)C4=CC=CC=C4,active
CC2=CC(=O)C1=C(C=CC=C1)C2=O,active
CC(C)=CC3C(C(=O)OCC1=CC(=CC=C1)OC2=CC=CC=C2)C3(C)C,active
CC(=C)C2=CC=C(C)C1=CC=C(CO)C1=C2,active
O=C2C1=C(C=CC=C1)C3=C2C=CC4=C3C=CC=C4,active
CCC(C)OS(C)(=O)=O,active
CCCC(=O)C2=C1C=CC=C(C1=C(C3=C(C=CC=C23)O)O)O,active
OC3C=CC2=C1C=C5C(=CC1=CC=C2C3O)C4=CC=CC=C4C=C5,active
O=C2C1=C(C=CC=C1)C(=O)C3=C2C=CC=C3[N+]#N,active
C1OC1COC2=C(C=CC=C2)CC3=CC=CC=C3,active
NC4=C2C=CC=C3C1=CC=CC=C1C(=C23)C=C4,active
CC(O)C(=O)NCCO,active
CC3=C2C1=CC=CC=C1C=CC2=C(C4=CC=CC=C34)CCl,active
COC3=C2N=C1OC=CC1=C(C2=CC4=C3OCO4)OC,active
ClC(Cl)C(=O)C(Cl)(Cl)Cl,active
C[N]2C(=NC3=C1N=C(C)C=NC1=CC(=C23)CO)N,active
COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C=O)OC)N=C=O,active
CC2=C3C=CC4=C1C=CC=CC1=CC5=CC=C(C=C2)C3=C45,active
CCCCN(CCO[N+]([O-])=O)[N+]([O-])=O,active
ClC(=C)C=O,active
COC4=C(C=C3C2=C1OCOC1=CC5=C2C(CC3=C4)N(C)CC5)OC,active
CC(=O)N(O)C1=CC=C(C=C1)OC2=CC=CC=C2,active
OC(=O)C1=C(C=CC=C1)[N+]([O-])=O,active
[O-][N+](=O)C1=C3C=CC=C4C5=C(C2=CC=CC(=C1)C2=C34)CCCC5,active
CC(C)OC(=O)C=CC1=CC=C(O1)[N+]([O-])=O,active
OC1=C2C=CC3=C(C=CC4=CC=C(C=C1)C2=C34)[N+]([O-])=O,active
CC1=CC(=C(C=C1)N)C,active
OC1=CC=C(C=C1)NC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O,active
CC2=C(C1=CC=CC=C1C=C2)[N+]([O-])=O,active
OC5C=CC4=C(C=C3C1=CC=CC2=CC=CC(=C12)C3=C4)C5O,active
[O-][N+](=O)C1=C(C=CC=C1)C=CC=O,active
NC1=CC=C(C=C1)C=CC2=CC=C(C=C2)C#N,active
OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,active
CN(CC1=CC(=CC=C1)C#N)N=O,active
CC1=C(C(=CC(=C1)N)[N+]([O-])=O)N,active
OS(=O)(=O)C1=CC(=O)C(=O)C2=C1C=CC=C2,active
COC1=CC(=CC=C1)C=CC2=CC=C(C=C2)[N+]([O-])=O,active
CC(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)N,active
CC1=CC3=C(C(=C1)O)C(=O)C2=C(C=C(C=C2O)O)C3=O,active
ONC2=C1N=C[NH]C1=NC=N2,active
[O-][N+](=O)C1=CC3=C(C=C1)C2=C(C=CC=C2C=C3[N+]([O-])=O)[N+]([O-])=O,active
CCN1N=C(C(O)=O)C(=O)C3=C1C=C2OCOC2=C3,active
CN(C)C1=CC=C(C=C1)N(C)C,active
[O-][N+](=O)C1=CC(=CC=C1)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O,active
CCNC1=CC(=CC=C1)O,active
NC1=CC(=C(C=C1)CC2=C(C=C(C=C2)N)[N+]([O-])=O)[N+]([O-])=O,active
NC2=C1C=CC=NC1=CC=C2,active
FC2=C1C=CC=NC1=C(C=C2)F,active
NC1=CC3=C(C=C1)C2=CC=C(C=C2C3)[N+]([O-])=O,active
[O-][N+](=O)C1=CC4=C2C1=CC=CC2=CC5=C3C=CC=CC3=CC=C45,active
COC1=CC=C(C=C1)CCC2CO2,active
NC3=CC=C2[NH]C1=CC=CC=C1C2=C3[N+]([O-])=O,active
COC3=CC=C2[NH]C1=C(C)C=C(N)C(=C1C2=C3)C,active
O=NC1=C(C=CC=C1)C2=CC=CC=C2,active
CC2=NC1=CC=CC=C1C=C2,active
OC3C(O)C2=C(C1=NC=CC=C1C=C2)C4OC34,active
ClCC(Cl)CCl,active
COC1OC(=O)C(=C1C(Cl)Cl)Cl,active
CC1=CC(=CC=C1)C(Cl)=O,active
CC2=C[N]1C(=C(N=C1S2)C3=CC=C(C=C3)[N+]([O-])=O)N=O,active
COC1=C(C=C(C=C1)C)N,active
COC1=CC=C(C=C1)C=CC2=CC=C(C=C2)N,active
OC(=O)CCOP(O)(=N)N(CCCl)CCCl,active
S=C=NC2=C1C=CC=CC1=CC=C2,active
COC1=CC=C(C=C1)C(Br)=CC(O)=O,active
CCOC1=C(C=C(C=C1)N)N,active
CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NC(C)=O,active
CC(=O)N(O)C1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,active
C[N]2C(=NC3=C1N=CC=NC1=CC(=C23)C)N,active
[O-][N+](=O)C(Br)(Br)Br,active
OCCN(CCO)C2=C1C=CC=CC1=NC(=N2)C3=CC=C(S3)[N+]([O-])=O,active
CC1(C)CC2C(O)(C1)C=C(C=O)C34CC23C(=O)OC4O,active
NC3=C2N=C1C=CC=C(C1=NC2=CC=C3)N,active
OC4C=CC3=C2C=C1C=CC=CC1=C(C2=CC=C3C4O)Cl,active
[O-][N+](=O)C2=CC=C1SN=CC1=C2,active
OC2C=CC1=C3C=CC4=CC=CC5=CC=C(C=C1C2O)C3=C45,active
[O-][N+](=O)C1=CC3=C(C=C1)C2=CC(=CC=C2C=C3)[N+]([O-])=O,active
[O-][N+](=O)C2=C3C=CC4=C1C=CC=CC1=CC5=CC=C(C=C2)C3=C45,active
[O-][N+](=O)C1=CC3=C(C=C1)C2=CC=CC=C2[NH]3,active
NC1=C(C=C(C=C1Cl)[N+]([O-])=O)Cl,active
S=C=NCCC1=CC=CC=C1,active
CCC=CC=CC=CC=COCC(O)CO,active
[O-][N+](=O)C1=C2C=CC3=CC5=C(C4=CC=C(C=C1)C2=C34)CCC=C5,active
[O-][N+](=O)C2=C3C=CC4=CC=CC5=C1CCCCC1=C(C(=C2)[N+]([O-])=O)C3=C45,active
C1CO1,active
CN2C1=C(C=C(C(=C1)C)C)N=C3C(=O)NC(=O)N=C23,active
OC(=O)CC1=CC=C(C=C1)[N+]([O-])=O,active
CC1=C(C=CC2=CC=CC=C12)[N+]([O-])=O,active
CC(=O)ON(C(C)=O)C1=CC=C(C=C1)C2=CC=CC=C2,active
O5C6C=CC4=C3C=C1C=CC=C2C=CC(=C12)C3=CC=C4C56,active
NC(=O)C1=C(C=C(C(=C1)N2CC2)[N+]([O-])=O)[N+]([O-])=O,active
OCC(Br)=C(Br)CO,active
OC1=CC3=C(C(=C1)O)C(=O)C2=C(C(=CC=C2O)O)O3,active
[O-][N+](=O)C1=CC3=C(C=C1)OC2=C(C=CC(=C2)[N+]([O-])=O)O3,active
OC2C=CC1OC1C2O,active
[O-][N+](=O)C1=CC(=CC=C1)S(=O)(=O)OCC2CO2,active
[O-][N+](=O)C1=CC=C(O1)C=NN2CC(=O)NC2=O,active
CC1(CO1)C2=CC=C(C=C2)C#N,active
FC5=C4C=C3C1=CC=CC2=CC=CC(=C12)C3=CC4=CC=C5,active
OCC(O)CCl,active
CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,active
