SMILES,LC50_mol/L
OCCNCCO,0.0011040786199020736
OCCO,0.7550922276654339
OCCOCC,0.08511380382023763
OCCOCCOCC,0.029512092266663854
OCC1OC(OC2C(OC3C(O)C(O)C(C(C3N=C(N)N)O)N=C(N)N)OC(C2(O)C=O)C)C(C(C1O)O)NC,0.0008375292821268827
OCC(C(c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,0.0009440608762859235
OCC1OC(C(C1OC1OC(CN)C(C(C1N)O)O)O)OC1C(O)C(N)CC(C1OC1OC(CO)C(C(C1N)O)O)N,0.0008165823713585923
OC1CC(=CC(C1O)O)C(=O)O,0.0006652731562017413
OC1CC2(C)C(CC1O)C(=O)C=C1C2CCC2(C1(O)CCC2C(C(CCC(O)(C)C)O)(O)C)C,5.116818355403073e-06
Oc1ccc(c(c1)C)Cl,1.406047524129913e-05
Oc1ccc(cc1)Br,3.435579478998743e-05
Oc1ccc(cc1)Cl,3.749730022454834e-05
Oc1ccc(cc1)[N+](=O)[O-],9.638290236239706e-05
Oc1ccc(cc1)c1ccccc1,2.147830474130533e-05
Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,1.091440336448757e-05
Oc1ccc2c(c1)cccc2,2.4547089156850286e-05
Oc1ccccc1,0.0001412537544622754
Oc1ccccc1Cl,5.780960474057175e-05
Oc1ccccc1c1ccccc1,4.168693834703355e-06
S=C1NCCN1,0.0002576321157002576
S=C=NC(=O)c1ccccc1,1.16949939101987e-05
S=C=NCCc1ccccc1,7.961593504173183e-07
S=C=NCc1ccccc1,2.8840315031266057e-07
S=C=Nc1ccc(cc1)N=C=S,3.9902490236214203e-07
S=C=Nc1ccccc1,7.396052750582374e-07
S=C=S,2.754228703338169e-05
S=P(N1CC1)(N1CC1)N1CC1,0.0028840315031266055
SC1=Nc2ccccc2S1,3.2062693245054676e-05
SCC(C(CS)O)O,0.00017458221529205039
[O-][N+](=O)NC1=NCCN1Cc1ccc(nc1)Cl,6.792036326171844e-05
[O-][N+](=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],0.0001412537544622754
[O-][N+](=O)OCCOCCO[N+](=O)[O-],0.0004581418867145335
[O-][N+](=O)c1c(C)cccc1[N+](=O)[O-],3.6224299841669876e-06
[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C,0.0007277798045368242
[O-][N+](=O)c1cc(C)c(c(c1)[N+](=O)[O-])O,1.62181009735893e-05
[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,4.07380277804113e-05
[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O,0.0003715352290971724
[O-][N+](=O)c1ccc(c(c1)C)C,0.00010519618738232224
[O-][N+](=O)c1ccc(c(c1)Cl)N,3.2433961734934935e-05
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C,0.00019142559250210858
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])Cl,3.962780342554394e-06
[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])O,2.477422057633286e-05
[O-][N+](=O)c1cccc(c1)[N+](=O)[O-],0.0002564484036517716
[O-][N+](=O)c1cccc(c1C)C,2.7669416454115126e-05
[O-][N+](=O)c1cccc(c1C)Cl,2.449063241844747e-05
[O-][N+](=O)c1cccc(c1Cl)Cl,2.39883291901949e-05
[O-][N+](=O)c1ccccc1,0.00024266100950824144
[O-][N+](=O)c1ccccc1C,7.244359600749906e-05
c1cc2cccc3c2c(c1)CC3,0.00026607250597988083
c1cc[n+]2c(c1)c1cccc[n+]1CC2,9.772372209558111e-06
c1ccc(cc1)Oc1ccccc1,3.689775985701505e-06
c1ccc(cc1)c1ccccc1,1.2331048332289096e-05
c1ccc2c(c1)[nH]c1c2cccc1,1.9952623149688786e-05
c1ccc2c(c1)[nH]cc2,8.531001140175895e-06
c1ccc2c(c1)c1ccc3c4c1c(c2)ccc4ccc3,9.908319448927686e-07
c1ccc2c(c1)c1cccc3c1c2ccc3,5.236004365857506e-07
c1ccc2c(c1)c1ccccc1cc2,3.9264493539960015e-06
c1ccc2c(c1)cc1c(c2)cccc1,1.9952623149688787e-07
c1ccc2c(c1)ccc1c2c2ccccc2o1,1.8323144223712112e-05
c1ccc2c(c1)ccc1c2c2ccccc2s1,9.397233105646375e-07
c1ccc2c(c1)cccc2,7.128530301265191e-05
c1ccc2c(c1)cncc2,0.00019453600816226634
c1ccc2c(c1)nc1c(c2)cccc1,1.4092887984218749e-05
c1ccc2c(c1)nccc2,0.0002951209226666387
c1ccc2c(c1)sc(n2)SSc1nc2c(s1)cccc2,0.00024043628000069322
c1ccc2c(c1)sc1c2cccc1,2.529297996446142e-06
c1ccc2c(c1)scc2,0.0004395416154378243
c1cccnc1,0.015310874616820304
c1cccs1,0.003793149849736821
c1coc(c1)CNc1ncnc2c1[nH]cn2,8.830799004185623e-06
BrC1CCCCC1,0.00012882495516931337
C/C=C/CC(C(C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,1.6634126503701696e-05
C=C1C2CCC(C1(C)C)C2,0.0001614358556826487
C=CC=O,1.016248692870695e-06
CC#N,0.08770008211436349
CC(=O)OC(C1CCC(=CC1)C)(C)C,1.30016957803329e-05
CC(=O)OC1CCC2C1(C)C=CC1=C3CCC(=O)C=C3CCC21,2.8773984147356665e-06
CC(=S)N,0.0002301441817408509
CC(CC(O)(C)C)O,0.06025595860743578
CC(COc1ccccc1)O,0.002432204009073816
CC(OC(=O)Nc1cccc(c1)Cl)C,1.7298163592151032e-05
CC(OP(=O)(OC(C)C)C)C,0.001482518085145953
CC/C(=C(\c1ccc(cc1)O)/CC)/c1ccc(cc1)O,4.265795188015926e-06
CC1CCCCC1,1.5170503674593368e-05
CCCCCC=O,9.141132414702508e-05
CCCCCCCC,3.3884415613920275e-06
CCCCCCCCCC,5.023425895223866e-06
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,6.397348354826482e-07
CCCCNC(=S)NCCCC,0.0003019951720402016
CCCCOP(=O)(OCCCC)OCCCC,1.374041975012515e-05
CCCCSP(=O)(SCCCC)SCCCC,2.1086281499332885e-08
CCCN(C(=O)n1cncc1)CCOc1c(Cl)cc(cc1Cl)Cl,1.1402497875611696e-05
CCCN(c1c(cc(cc1[N+](=O)[O-])C(C)C)[N+](=O)[O-])CCC,9.727472237769661e-08
CCN(C(=O)SCc1ccc(cc1)Cl)CC,2.831391995799379e-06
CCN(C(=O)c1cccc(c1)C)CC,0.0008356030182312483
CCN(C(=S)SSC(=S)N(CC)CC)CC,1.0568175092136584e-06
CCNC(=S)N,0.00011587773561551262
CCNCC,0.0007620790100254123
CCNc1ccccc1,3.467368504525317e-06
CCNc1nc(NC(C)C)nc(n1)Cl,0.0002506109253032114
CCNc1nc(NCC)nc(n1)SC,0.00023442288153199226
CCOC(=O)C,0.008128305161640995
CCOP(=O)(N1CCSC1=O)SC(CC)C,1.7298163592151033e-06
CCOP(=O)(OC(=CCl)c1ccc(cc1Cl)Cl)OCC,2.754228703338169e-07
CCOP(=O)(Oc1ccc(c(c1)C)SC)NC(C)C,7.709034690644309e-09
CCOP(=S)(OP(=S)(OCC)OCC)OCC,7.079457843841373e-10
CCc1ccccc1,3.1477483141013176e-05
CN(C(=N)N=C(N)N)C,0.01039920165829059
CN(CC/C=C/1\c2ccccc2CCc2c1cccc2)C,2.8119008303989394e-06
CN=C=S,3.819442708400464e-06
CNC,0.0011015393095414145
CNC(=O)ON=C(SC)C,1.0864256236170644e-07
CNC(=O)Oc1ccccc1OC(C)C,1.230268770812381e-05
CNC(=S)NC,0.00014962356560944327
CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,1.6481623915255069e-06
CO/C=C(\c1ccccc1Oc1ncnc(c1)Oc1ccccc1C#N)/C(=O)OC,4.0831938633269187e-07
COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OCC(C)C)C,8.491804750363143e-05
COC(=O)Nc1nc2c([nH]1)cccc2,7.603262769401822e-07
COC1=CC(=O)CC(C21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C,0.0031188895840939387
COP(=O)(OC=C(Cl)Cl)OC,7.961593504173184e-10
COP(=S)(SCN1C(=O)c2c(C1=O)cccc2)OC,2.5118864315095823e-06
COc1cc2c(cc1OC)OCC1C2C(=O)c2c(O1)c1CC(Oc1cc2)C(=C)C,9.375620069258792e-09
COc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(cc1)OC,8.184647881347904e-08
COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,0.00016069412530128773
CS(=O)C,0.3198895109691398
C[n+]1ccc(cc1)c1cc[n+](cc1)C,1.5031419660900208e-05
Cc1c2ccccc2cc2c1cccc2,6.45654229034655e-07
Cc1cc(C)cc(c1)C,5.011872336272725e-05
Cc1ccc(cc1)[N+](=O)[O-],9.772372209558111e-05
Cc1cccc(c1O)C,9.162204901219992e-05
Cc1ccccc1,0.0009954054173515275
Cc1ccccc1N,4.87528490103386e-06
ClC1C2C(C3C1(Cl)O3)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,3.069021988391158e-06
ClCC(Cl)Cl,0.0003221068791283435
ClCCCCl,0.0024660393372343387
ClCCOCCCl,0.0016672472125510626
ClCCl,0.0021928049353504495
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,4.083193863326919e-06
Clc1c(N)cc(c(c1Cl)Cl)Cl,2.7605778562203446e-06
Clc1c(O)cc(c(c1Cl)Cl)Cl,1.7378008287493763e-06
Clc1cc(Cl)c(c(c1Cl)O)Cl,2.4547089156850284e-06
Clc1cc(Cl)c(cc1C)Cl,2.818382931264455e-06
Clc1ccc(c(c1)[N+](=O)[O-])Cl,5.6104797603247e-05
Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,3.097419299216578e-08
Clc1ccc(c(c1)c1ccccc1Cl)Cl,2.1379620895022324e-07
Clc1ccc(cc1)CCC(C(C)(C)C)(Cn1cncn1)O,9.549925860214369e-06
Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1,1.5100801541641494e-05
Clc1ccccc1c1ccccc1,3.7844258471709355e-06
N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,6.165950018614822e-07
NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],0.00014487718535447617
Nc1ccc(c(c1)Cl)Cl,3.6559479161312467e-06
Nc1ccc(cc1Cl)c1ccc(c(c1)Cl)N,4.159106104940218e-06
Nc1cccc(c1)Cl,7.798301105232594e-07
Nc1ccccc1Cl,6.456542290346549e-06
NC1=NC(=S)c2nc[nH]c2N1,9.8627948563121e-05
O/C=C\1/CC2(C)C(CC1=O)CCC1C2CCC2(C1CCC2(C)O)C,2.917427014001166e-05
O=C(C1C(C1(C)C)C=C1CCCC1)OCc1coc(c1)Cc1ccccc1,6.8548822645266205e-09
O=C1CCCN1C,1.241652307592412e-05
O=C1CN=C(c2c(N1)ccc(c2)[N+](=O)[O-])c1ccccc1Cl,9.50604793656281e-05
O=C1NCC(O1)COc1cc(C)cc(c1)C,0.0003388441561392024
O=Cc1ccccc1O,3.451437393358564e-05
OC(=O)/C=C\C(=O)O,0.001721868574986008
OC(=O)C(Oc1ccc(cc1)Cl)(C)C,0.00033573761424295453
OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,0.0007888601176185541
OC(=O)CNCP(=O)(O)O,0.00012359474334445108
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,7.568328950209736e-05
OCCCl,0.0026363313858253786
OCCN(C)C,0.0010990058394325208
OCCOCCOCCO,0.3467368504525316
Oc1c(Cl)cc(c(c1Cl)Cl)Cl,7.762471166286911e-07
Oc1cc(Cl)c(c(c1)Cl)Cl,3.459393778261217e-06
S=C(Nc1ccccc1)Nc1ccccc1,0.00029444216337987605
S=C1SSC2=NCCN12,1.1967405313072443e-06
[O-][N+](=O)c1ccccc1Cl,0.00022908676527677723
c1cc2ccc3c4c2c(c1)ccc4ccc3,6.714288529259523e-07
c1ccc(cc1)NNc1ccccc1,2.2335722228305327e-05
c1ccc2c(c1)Oc1c(C2)cccc1,0.00011142945335917303
c1ccc2c(c1)cc1c(c2)ccc2c1cccc2,6.039486293763794e-07
c1ccc2c(c1)oc1c2cccc1,1.0115794542598983e-05
c1ccccc1,0.003311311214825911
